                  Player   G  PA  AB   R   H  2B  3B  HR  TB  RBI  SB  CS  SH  SF  SO  BB  IBB  HP  GDP    AVG    OBP    SLG    OPS  OPS+    ISO  BABIP      K%    BB%  BB/K   wSB    TTO% Age  Pos  B                Team League
36         Shimada Kairi   2   9   8   0   1   0   0   0   1    0   0   0   1   0   3   0    0   0    0  0.125  0.125  0.125  0.250   -23  0.000  0.200   33.3%   0.0%  0.00  -0.0   33.3%  30    8  L      Hanshin Tigers      W
37    Shimamura Rinshiro   3   9   8   2   3   1   0   1   7    1   0   0   0   0   1   1    0   0    0  0.375  0.444  0.875  1.319   334  0.500  0.333   11.1%  11.1%  1.00  -0.0   33.3%  22    2  L      Hanshin Tigers      W
38        Tanihata Shogo  11  40  36   4   6   2   0   0   8    6   0   0   0   1   3   2    0   1    1  0.167  0.225  0.222  0.447    43  0.055  0.176    7.5%   5.0%  0.67  -0.0   12.5%  22    4  R      Hanshin Tigers      W
39     Tateishi Masahiro   6  16  15   3   5   0   0   1   8    6   0   0   0   1   5   0    0   0    0  0.333  0.313  0.533  0.846   176  0.200  0.400   31.2%   0.0%  0.00  -0.0   37.5%  22    7  R      Hanshin Tigers      W
40             Toi Reiji   8  18  17   1   4   1   0   0   5    5   0   0   0   1   2   0    0   0    1  0.235  0.222  0.294  0.516    66  0.059  0.250   11.1%   0.0%  0.00  -0.0   11.1%  21    5  R      Hanshin Tigers      W
43         Umeno Ryutaro   7  18  16   2   3   1   0   0   4    2   0   0   0   0   5   2    0   0    0  0.188  0.278  0.250  0.528    71  0.062  0.273   27.8%  11.1%  0.40  -0.0   38.9%  35    2  R      Hanshin Tigers      W
44          Yamada Shuya  12  29  27   3   6   1   0   0   7    2   1   0   0   0   7   2    0   0    0  0.222  0.276  0.259  0.535    73  0.037  0.300   24.1%   6.9%  0.29   0.2   31.0%  20    6  R      Hanshin Tigers      W
46        Aizawa Tsubasa   4  11   9   0   1   0   0   0   1    1   0   0   0   0   0   0    0   2    1  0.111  0.273  0.111  0.384    23  0.000  0.111    0.0%   0.0%        -0.0    0.0%  38    2  R      Hiroshima Carp      W
48      Dohbayashi Shota   8  31  27   1   3   0   0   1   6    5   1   0   0   0   2   3    0   1    3  0.111  0.226  0.222  0.448    41  0.111  0.083    6.5%   9.7%  1.50   0.2   19.4%  34    7  R      Hiroshima Carp      W
51          Hayashi Kota  10  28  26   1   7   0   0   0   7    0   0   0   0   0   9   2    0   0    0  0.269  0.321  0.269  0.590    88  0.000  0.412   32.1%   7.1%  0.22  -0.0   39.3%  25    7  L      Hiroshima Carp      W
54       Ishihara Tomoki   1   3   2   0   0   0   0   0   0    0   0   0   1   0   1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   33.3%   0.0%  0.00   0.0   33.3%  28    2  R      Hiroshima Carp      W
55          Katsuda Naru   1   3   2   0   0   0   0   0   0    0   0   0   0   0   0   1    0   0    0  0.000  0.333  0.000  0.333     8  0.000  0.000    0.0%  33.3%  1.00  -0.0   33.3%  23    6  L      Hiroshima Carp      W
59       Kishimoto Daiki   8  32  29   0   8   0   0   0   8    3   2   1   1   1   7   1    0   0    0  0.276  0.290  0.276  0.566    79  0.000  0.348   21.9%   3.1%  0.14  -0.0   25.0%  24    4  L      Hiroshima Carp      W
60        Kobayashi Yuta   7  20  17   3   1   1   0   0   2    1   0   0   0   1   9   2    0   0    0  0.059  0.150  0.118  0.268   -16  0.059  0.111   45.0%  10.0%  0.22  -0.0   55.0%  22   DH  L      Hiroshima Carp      W
61          Kozono Kaito   1   3   3   0   1   0   0   0   1    1   0   0   0   0   0   0    0   0    0  0.333  0.333  0.333  0.666   111  0.000  0.333    0.0%   0.0%        -0.0    0.0%  26    5  L      Hiroshima Carp      W
62              Kubo Shu   2   5   5   0   2   1   0   0   3    1   0   0   0   0   1   0    0   0    1  0.400  0.400  0.600  1.000   217  0.200  0.500   20.0%   0.0%  0.00  -0.0   20.0%  25    8  R      Hiroshima Carp      W
63         Maekawa Seita   9  30  30   1   6   1   0   1  10    2   0   0   0   0   2   0    0   0    0  0.200  0.200  0.333  0.533    67  0.133  0.185    6.7%   0.0%  0.00  -0.0   10.0%  23  UTL  R      Hiroshima Carp      W
65       Mochimaru Taiki   5  18  15   3   5   0   0   1   8    2   0   0   0   0   5   2    0   1    0  0.333  0.444  0.533  0.977   210  0.200  0.444   27.8%  11.1%  0.40  -0.0   44.4%  24   DH  L      Hiroshima Carp      W
66           Mori Shohei   1   1   1   0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%   0.0%  0.00   0.0  100.0%  28   DH  L      Hiroshima Carp      W
67      Morishita Masato   1   1   0   0   0   0   0   0   0    0   0   0   1   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000           0.0%   0.0%         0.0    0.0%  28    1  R      Hiroshima Carp      W
68       Nabara Norihiko   7  17  15   2   3   0   0   0   3    1   3   1   0   0   1   1    0   1    0  0.200  0.294  0.200  0.494    57  0.000  0.214    5.9%   5.9%  1.00   0.2   11.8%  26    8  R      Hiroshima Carp      W
69           Nakada Yuto   8  23  19   0   1   1   0   0   2    1   0   0   0   1   6   3    0   0    1  0.053  0.174  0.105  0.279   -12  0.052  0.071   26.1%  13.0%  0.50  -0.0   39.1%  20    3  R      Hiroshima Carp      W
70     Nakamura Takahiro   9  29  29   1   4   1   0   0   5    0   0   0   0   0   7   0    0   0    1  0.138  0.138  0.172  0.310    -3  0.034  0.182   24.1%   0.0%  0.00  -0.0   24.1%  26    8  L      Hiroshima Carp      W
71      Nishikawa Atsumu   6  11  10   0   2   0   0   0   2    0   0   0   0   0   2   1    0   0    0  0.200  0.273  0.200  0.473    50  0.000  0.250   18.2%   9.1%  0.50  -0.0   27.3%  18    6  L      Hiroshima Carp      W
73          Okamoto Shun   1   1   0   0   0   0   0   0   0    0   0   0   1   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000           0.0%   0.0%         0.0    0.0%  24    1  L      Hiroshima Carp      W
74        Ramirez Moises  12  47  46   3  12   3   0   0  15    1   0   0   0   0  13   1    0   0    0  0.261  0.277  0.326  0.603    91  0.065  0.364   27.7%   2.1%  0.08  -0.0   29.8%  24    5  R      Hiroshima Carp      W
75        Roberto Nelson   4   9   9   1   2   0   0   0   2    0   0   0   0   0   4   0    0   0    0  0.222  0.222  0.222  0.444    40  0.000  0.400   44.4%   0.0%  0.00  -0.0   44.4%  25    9  R      Hiroshima Carp      W
77          Sato Keisuke   1   3   3   1   1   0   0   0   1    0   0   0   0   0   0   0    0   0    0  0.333  0.333  0.333  0.666   111  0.000  0.333    0.0%   0.0%        -0.0    0.0%  25    4  L      Hiroshima Carp      W
79        Shimizu Kanato   6   9   8   1   1   0   0   0   1    0   0   0   0   0   1   1    0   0    1  0.125  0.222  0.125  0.347    10  0.000  0.143   11.1%  11.1%  1.00  -0.0   22.2%  21    2  L      Hiroshima Carp      W
80         Suekane Shota  12  42  39   1   8   1   1   0  11    4   0   0   0   0   6   3    0   0    3  0.205  0.262  0.282  0.544    72  0.077  0.242   14.3%   7.1%  0.50  -0.0   21.4%  30    9  R      Hiroshima Carp      W
84          Takagi Shoto   2   2   2   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000    0.0%   0.0%         0.0    0.0%  22    2  R      Hiroshima Carp      W
88       Tamura Shunsuke   5  14  13   0   3   0   0   0   3    0   0   0   0   0   1   1    0   0    0  0.231  0.286  0.231  0.517    64  0.000  0.250    7.1%   7.1%  1.00  -0.0   14.3%  22    9  L      Hiroshima Carp      W
89      Tatsumi Konosuke   1   3   3   0   0   0   0   0   0    0   0   0   0   0   2   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   66.7%   0.0%  0.00   0.0   66.7%  25    3  R      Hiroshima Carp      W
91         Uchida Shodai   5  12  12   0   2   1   0   0   3    0   0   0   0   0   2   0    0   0    0  0.167  0.167  0.250  0.417    31  0.083  0.200   16.7%   0.0%  0.00  -0.0   16.7%  21    5  R      Hiroshima Carp      W
92         Watanabe Yuto   1   3   3   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000    0.0%   0.0%         0.0    0.0%  23    7  R      Hiroshima Carp      W
93           Yano Masaya   9  27  21   4   4   0   0   0   4    0   0   0   0   0   4   5    0   1    0  0.190  0.370  0.190  0.560    79  0.000  0.235   14.8%  18.5%  1.25  -0.0   33.3%  27    6  L      Hiroshima Carp      W
94      Yasutake Toshiki   1   4   4   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000    0.0%   0.0%         0.0    0.0%  25    2  R      Hiroshima Carp      W
95          Azuma Junpei   8  32  25   2   3   1   0   1   7    2   0   0   0   0   3   6    1   1    0  0.120  0.313  0.280  0.593    86  0.160  0.095    9.4%  18.8%  2.00  -0.0   31.2%  24    7  R       DeNA BayStars      C
97        Duplantier Jon   1   2   2   0   0   0   0   0   0    0   0   0   0   0   2   0    0   0    0  0.000  0.000  0.000  0.000  -100  0.000         100.0%   0.0%  0.00   0.0  100.0%  31    1  L       DeNA BayStars      C
100      Furuichi Takeru   7  21  17   3   4   0   0   0   4    1   0   0   1   0   1   2    0   1    0  0.235  0.350  0.235  0.585    84  0.000  0.250    4.8%   9.5%  2.00  -0.0   14.3%  24    2  R       DeNA BayStars      C
101       Hama Shonosuke   7  24  18   2   2   0   0   0   2    0   1   0   1   0   1   5    0   0    1  0.111  0.304  0.111  0.415    32  0.000  0.118    4.2%  20.8%  5.00   0.2   25.0%  26    9  L       DeNA BayStars      C
104          Inoue Kento   2   6   6   1   4   1   0   0   5    0   0   0   0   0   0   0    0   0    0  0.667  0.667  0.833  1.500   366  0.166  0.667    0.0%   0.0%        -0.0    0.0%  26   DH  L       DeNA BayStars      C
105          Irie Taisei   1   1   1   0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000  -100  0.000         100.0%   0.0%  0.00   0.0  100.0%  27    1  R       DeNA BayStars      C
109      Kamizato Kazuki   2   7   5   1   0   0   0   0   0    0   1   0   0   0   1   2    0   0    1  0.000  0.286  0.000  0.286    -7  0.000  0.000   14.3%  28.6%  2.00   0.2   42.9%  32    7  L       DeNA BayStars      C
112          Kato Hibiki   7  23  18   0   3   0   0   0   3    2   0   0   0   0   1   4    0   1    1  0.167  0.348  0.167  0.515    63  0.000  0.176    4.3%  17.4%  4.00  -0.0   21.7%  24  UTL  R       DeNA BayStars      C
113    Katsumata Atsushi   3   9   9   0   4   0   0   0   4    2   0   0   0   0   0   0    0   0    1  0.444  0.444  0.444  0.888   177  0.000  0.444    0.0%   0.0%        -0.0    0.0%  26    9  L       DeNA BayStars      C
114         Kobari Daiki   5   8   8   3   3   1   0   0   4    0   0   0   0   0   2   0    0   0    0  0.375  0.375  0.500  0.875   172  0.125  0.500   25.0%   0.0%  0.00  -0.0   25.0%  19   DH  L       DeNA BayStars      C
115          Kondo Taiga   4   8   8   0   0   0   0   0   0    0   0   0   0   0   3   0    0   0    1  0.000  0.000  0.000  0.000  -100  0.000  0.000   37.5%   0.0%  0.00   0.0   37.5%  20    2  R       DeNA BayStars      C
116      Mashiko Kyosuke   8  23  17   3   5   0   0   0   5    4   1   0   0   0   2   6    0   0    1  0.294  0.478  0.294  0.772   143  0.000  0.333    8.7%  26.1%  3.00   0.1   34.8%  25   DH  R       DeNA BayStars      C
119         Matsuo Shion   3  12  10   1   3   0   0   0   3    1   0   0   0   0   0   2    1   0    0  0.300  0.417  0.300  0.717   125  0.000  0.300    0.0%  16.7%  1.00  -0.0   16.7%  21    2  R       DeNA BayStars      C
120      Miyashita Asahi  11  46  41   2  13   1   0   0  14    1   0   1   0   0   7   5    0   0    1  0.317  0.391  0.341  0.732   129  0.024  0.382   15.2%  10.9%  0.71  -0.4   26.1%  22    6  R       DeNA BayStars      C
121           Mori Keito  11  39  30   4   6   1   0   0   7    3   3   1   1   0   9   8    0   0    2  0.200  0.368  0.233  0.601    89  0.033  0.286   23.1%  20.5%  0.89   0.1   43.6%  24    8  L       DeNA BayStars      C
123      Nishimaki Kenji   4  12  11   2   3   0   0   1   6    4   0   1   0   0   3   1    0   0    0  0.273  0.333  0.545  0.878   172  0.272  0.286   25.0%   8.3%  0.33  -0.3   41.7%  27    5  R       DeNA BayStars      C
124         Oda Koichiro  10  45  38   4   7   1   0   0   8    6   0   0   0   2   5   4    0   1    1  0.184  0.267  0.211  0.478    50  0.027  0.200   11.1%   8.9%  0.80  -0.0   20.0%  22    3  L       DeNA BayStars      C
125        Ogasawara Sou   4   9   7   1   1   0   0   0   1    0   0   0   0   0   4   1    0   1    0  0.143  0.333  0.143  0.476    51  0.000  0.333   44.4%  11.1%  0.25  -0.0   55.6%  20    3  L       DeNA BayStars      C
128         Sekine Taiki   8  28  27   2   6   1   1   0   9    1   1   0   0   0   2   1    0   0    2  0.222  0.250  0.333  0.583    81  0.111  0.240    7.1%   3.6%  0.50   0.2   10.7%  31    9  L       DeNA BayStars      C
129    Shibata Tatsuhiro   6  13   8   1   1   0   0   0   1    1   0   0   0   0   3   3    0   2    0  0.125  0.462  0.125  0.587    87  0.000  0.200   23.1%  23.1%  1.00  -0.0   46.2%  32    5  L       DeNA BayStars      C
132          Shimizu Uta   3   6   2   0   0   0   0   0   0    1   0   1   1   1   0   1    0   1    0  0.000  0.400  0.000  0.400    30  0.000  0.000    0.0%  16.7%  1.00  -0.3   16.7%  18    4  R       DeNA BayStars      C
133      Shinogi Kentaro   2   1   1   0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000  -100  0.000         100.0%   0.0%  0.00   0.0  100.0%  24    1  L       DeNA BayStars      C
136     Takamizawa Ikumi   4  11  10   2   1   0   0   0   1    0   0   0   0   0   5   1    0   0    0  0.100  0.182  0.100  0.282   -11  0.000  0.200   45.5%   9.1%  0.20  -0.0   54.5%  20    3  L       DeNA BayStars      C
139         Tanai Manato   8  33  32   3   9   1   0   0  10    4   1   0   1   0   3   0    0   0    1  0.281  0.281  0.313  0.594    85  0.032  0.310    9.1%   0.0%  0.00   0.1    9.1%  19    4  R       DeNA BayStars      C
142           Aramaki Yu  11  32  29   5   9   0   1   0  11    4   0   0   0   0   6   3    0   0    1  0.310  0.375  0.379  0.754   140  0.069  0.391   18.8%   9.4%  0.50  -0.0   28.1%  23    3  L      Yomiuri Giants      C
144        Chinen Taisei   8  17  16   2   6   0   0   0   6    0   0   0   0   0   2   0    0   1    0  0.375  0.412  0.375  0.787   151  0.000  0.429   11.8%   0.0%  0.00  -0.0   11.8%  26    9  L      Yomiuri Giants      C
145         Fujii Kensho  12  40  39   3   7   4   0   1  14    6   0   0   0   0  20   0    0   1    0  0.179  0.200  0.359  0.559    75  0.180  0.333   50.0%   0.0%  0.00  -0.0   52.5%  18    5  R      Yomiuri Giants      C
146         Hagio Masaya  12  35  32   4  10   3   1   0  15    6   1   1   0   1   2   1    0   1    3  0.313  0.343  0.469  0.812   157  0.156  0.323    5.7%   2.9%  0.50  -0.2    8.6%  25    7  R      Yomiuri Giants      C
148        Hirayama Kota   7  27  25   4   8   2   0   0  10    3   3   0   1   1   5   0    0   0    0  0.320  0.308  0.400  0.708   124  0.080  0.381   18.5%   0.0%  0.00   0.5   18.5%  22    8  R      Yomiuri Giants      C
152       Ishizuka Yusei   5  19  17   3   6   1   0   0   7    3   0   0   0   0   2   2    0   0    0  0.353  0.421  0.412  0.833   165  0.059  0.400   10.5%  10.5%  1.00  -0.0   21.1%  20    6  R      Yomiuri Giants      C
153      Kadowaki Makoto   1   5   4   1   2   0   0   0   2    0   1   0   0   0   1   1    0   0    0  0.500  0.600  0.500  1.100   252  0.000  0.667   20.0%  20.0%  1.00   0.2   40.0%  25    4  L      Yomiuri Giants      C
154           Kai Takuya   3   7   6   2   1   0   0   0   1    0   0   0   0   0   2   1    0   0    0  0.167  0.286  0.167  0.453    44  0.000  0.250   28.6%  14.3%  0.50  -0.0   42.9%  33    2  R      Yomiuri Giants      C
155         Kameda Keita   1   2   2   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000    0.0%   0.0%         0.0    0.0%  27    3  R      Yomiuri Giants      C
156      Kawarada Jumpei   3   6   5   0   0   0   0   0   0    1   0   0   0   1   1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   16.7%   0.0%  0.00   0.0   16.7%  24    4  R      Yomiuri Giants      C
157     Kishida Yukinori   1   3   2   0   1   0   0   0   1    0   0   0   0   0   1   1    0   0    0  0.500  0.667  0.500  1.167   274  0.000  1.000   33.3%  33.3%  1.00  -0.0   66.7%  29    2  R      Yomiuri Giants      C
158      Kobayashi Seiji  10  19  16   3   4   1   0   1   8    4   0   0   0   0   0   3    0   0    0  0.250  0.368  0.500  0.868   175  0.250  0.200    0.0%  15.8%  1.00  -0.0   21.1%  37    2  R      Yomiuri Giants      C
159          Kohama Yuto  12  51  45   6  11   3   0   1  17    9   3   0   0   0  12   6    0   0    2  0.244  0.333  0.378  0.711   125  0.134  0.312   23.5%  11.8%  0.50   0.5   37.3%  24    6  R      Yomiuri Giants      C
161       Maru Yoshihiro   1   4   3   0   1   0   0   0   1    1   1   0   0   0   0   1    0   0    0  0.333  0.500  0.333  0.833   167  0.000  0.333    0.0%  25.0%  1.00   0.2   25.0%  37    8  L      Yomiuri Giants      C
162         Masuda Daiki   9   9   7   4   2   1   0   0   3    4   0   0   0   0   0   2    0   0    0  0.286  0.444  0.429  0.873   178  0.143  0.286    0.0%  22.2%  1.00  -0.0   22.2%  32  UTL  R      Yomiuri Giants      C
165      Minakawa Gakuto   6  26  23   3   7   0   0   0   7    2   1   2   0   0   1   3    0   0    0  0.304  0.385  0.304  0.689   120  0.000  0.318    3.8%  11.5%  3.00  -0.5   15.4%  23    9  L      Yomiuri Giants      C
166          Mitsuka Rui   5  10  10   1   1   0   0   0   1    0   0   0   0   0   3   0    0   0    0  0.100  0.100  0.100  0.200   -38  0.000  0.143   30.0%   0.0%  0.00  -0.0   30.0%  22    3  L      Yomiuri Giants      C
168        Morita Shunya   2   1   0   0   0   0   0   0   0    0   0   0   1   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000           0.0%   0.0%         0.0    0.0%  29    1  L      Yomiuri Giants      C
169         Nakata Ayumu   4  11   8   1   2   0   1   0   4    2   0   0   3   0   0   0    0   0    0  0.250  0.250  0.500  0.750   136  0.250  0.250    0.0%   0.0%        -0.0    0.0%  22    4  R      Yomiuri Giants      C
170           Okada Yuki   8  20  16   4   2   1   0   0   3    0   0   0   0   0   4   3    0   1    0  0.125  0.300  0.188  0.488    55  0.063  0.167   20.0%  15.0%  0.75  -0.0   35.0%  26    7  L      Yomiuri Giants      C
172     Sakamoto Tatsuya   7  16  16   2   6   2   0   0   8    1   1   0   0   0   2   0    0   0    0  0.375  0.375  0.500  0.875   177  0.125  0.429   12.5%   0.0%  0.00   0.2   12.5%  23    2  R      Yomiuri Giants      C
174        Sonoda Atsuki   2   1   1   0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000         100.0%   0.0%  0.00   0.0  100.0%  20    1  R      Yomiuri Giants      C
175        Suzuki Yamato  10  29  24   7   9   1   0   0  10    1   7   1   1   0   1   3    0   1    1  0.375  0.464  0.417  0.881   181  0.042  0.391    3.4%  10.3%  3.00   0.8   13.8%  27    8  R      Yomiuri Giants      C
176       Takeshita Raia   5  15  12   1   3   0   0   0   3    0   0   0   0   0   3   3    0   0    0  0.250  0.400  0.250  0.650   108  0.000  0.333   20.0%  20.0%  1.00  -0.0   40.0%  19    3  R      Yomiuri Giants      C
178      Tanaka Masahiro   1   1   1   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000    0.0%   0.0%         0.0    0.0%  37    1  R      Yomiuri Giants      C
180          Tima Julian  12  41  39   4   9   2   0   1  14    4   0   0   0   0   7   2    0   0    1  0.231  0.268  0.359  0.627    98  0.128  0.258   17.1%   4.9%  0.29  -0.0   24.4%  21   DH  R      Yomiuri Giants      C
183    Utsunomiya Kisara   1   5   4   0   1   0   0   0   1    0   1   1   0   0   0   1    0   0    0  0.250  0.400  0.250  0.650   108  0.000  0.250    0.0%  20.0%  1.00  -0.2   20.0%  22    4  L      Yomiuri Giants      C
184   Wakabayashi Gakuto   6  15  14   2   5   1   0   1   9    5   0   0   0   1   0   0    0   0    0  0.357  0.333  0.643  0.976   208  0.286  0.286    0.0%   0.0%        -0.0    6.7%  28    9  R      Yomiuri Giants      C
185      Whitley Forrest   1   1   1   0   0   0   0   0   0    0   0   0   0   0   0   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000    0.0%   0.0%         0.0    0.0%  28    1  R      Yomiuri Giants      C
186        Yamada Ryusei   2   2   2   0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%   0.0%  0.00   0.0   50.0%  25    1  L      Yomiuri Giants      C
187    Yamase Shinnosuke   3  10  10   0   3   1   0   0   4    3   0   0   0   0   1   0    0   0    0  0.300  0.300  0.400  0.700   121  0.100  0.333   10.0%   0.0%  0.00  -0.0   10.0%  25    2  R      Yomiuri Giants      C
188     Yamashiro Kyohei   1   2   2   0   0   0   0   0   0    0   0   0   0   0   1   0    0   0    0  0.000  0.000  0.000  0.000  -103  0.000  0.000   50.0%   0.0%  0.00   0.0   50.0%  22    1  L      Yomiuri Giants      C
189            Yuasa Dai  10  13  12   0   1   0   0   0   1    0   0   0   0   0   3   1    0   0    0  0.083  0.154  0.083  0.237   -26  0.000  0.111   23.1%   7.7%  0.33  -0.0   30.8%  26    4  R      Yomiuri Giants      C
190    Akahane Yoshihiro   1   4   3   0   0   0   0   0   0    0   0   0   0   0   3   1    0   0    0  0.000  0.250  0.000  0.250   -19  0.000          75.0%  25.0%  0.33  -0.0  100.0%  26    4  R     Yakult Swallows      E
192      Hashimoto Seiya   2   8   8   1   2   0   0   1   5    4   1   0   0   0   1   0    0   0    0  0.250  0.250  0.625  0.875   174  0.375  0.167   12.5%   0.0%  0.00   0.2   25.0%  25    7  L     Yakult Swallows      E
193       Higuma Montell   8  21  19   1   4   1   0   0   5    1   1   1   1   0   5   1    0   0    2  0.211  0.250  0.263  0.513    62  0.052  0.286   23.8%   4.8%  0.20  -0.2   28.6%  26    8  R     Yakult Swallows      E
