Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
Uebayashi Seiji,24,9,295.2,5.0,21.8,1.3,3.6,,0.2,-1.2,,,SoftBank Hawks,PL
Fukuda Shuhei,31,3,2.2,0.0,0.0,0.0,,0.0,0.0,0.0,,,Lotte Marines,PL
Fukuda Shuhei,31,7,52.0,3.4,84.2,3.6,-0.2,,0.0,-0.5,,,Lotte Marines,PL
Fukuda Shuhei,31,8,310.0,-3.8,-15.8,-3.0,-1.0,,0.1,1.0,,,Lotte Marines,PL
Fukuda Shuhei,31,9,80.2,3.1,49.4,3.0,0.0,,0.1,-0.3,,,Lotte Marines,PL
Fukuda Shuhei,31,DH,19.0,,,,,,,-0.2,,,Lotte Marines,PL
Ishikawa Shingo,27,7,28.2,1.2,53.8,1.2,0.0,,0.0,-0.3,,,Yomiuri Giants,CL
Ishikawa Shingo,27,9,7.0,-0.3,-55.2,0.0,-0.3,,0.0,0.0,,,Yomiuri Giants,CL
Adachi Ryoichi,32,6,665.2,5.6,10.8,4.6,,-1.3,2.3,5.4,,,ORIX Buffaloes,PL
Adachi Yuichi,30,2,209.1,-1.1,-6.8,,-1.4,,0.4,3.0,-4.4,-0.3,Rakuten Eagles,PL
Makihara Taisei,27,4,189.2,1.1,7.5,0.3,,0.0,0.7,0.5,,,SoftBank Hawks,PL
Makihara Taisei,27,5,51.0,1.1,27.8,1.5,,-0.1,-0.4,-0.2,,,SoftBank Hawks,PL
Makihara Taisei,27,6,167.2,1.9,14.6,-0.2,,1.2,0.9,1.4,,,SoftBank Hawks,PL
Makihara Taisei,27,8,4.0,0.8,257.4,0.8,0.0,,0.0,0.0,,,SoftBank Hawks,PL
Makihara Taisei,27,9,7.0,1.0,183.9,1.0,0.0,,0.0,0.0,,,SoftBank Hawks,PL
Makihara Taisei,27,DH,1.0,,,,,,,0.0,,,SoftBank Hawks,PL
Ogino Takashi,34,7,31.2,0.5,20.3,0.9,-0.4,,0.0,-0.3,,,Lotte Marines,PL
Ogino Takashi,34,8,345.1,0.5,1.9,0.2,0.1,,0.2,1.1,,,Lotte Marines,PL
Ogino Takashi,34,9,53.1,0.2,4.8,0.4,-0.2,,0.0,-0.2,,,Lotte Marines,PL
Ogino Takashi,34,DH,18.0,,,,,,,-0.2,,,Lotte Marines,PL
Yuasa Dai,20,4,12.2,0.2,20.3,0.3,,-0.1,0.0,0.0,,,Yomiuri Giants,CL
Yuasa Dai,20,5,6.2,0.7,134.5,0.6,,0.0,0.1,0.0,,,Yomiuri Giants,CL
Yuasa Dai,20,6,3.0,-0.1,-42.9,-0.1,,0.0,0.0,0.0,,,Yomiuri Giants,CL
Chikamoto Koji,25,7,7.0,0.7,128.7,0.6,0.0,,0.0,-0.1,,,Hanshin Tigers,CL
Chikamoto Koji,25,8,975.1,12.3,16.2,9.1,2.7,,0.5,3.2,,,Hanshin Tigers,CL
Kitamura Takumi,24,3,79.2,1.5,24.2,1.2,,0.0,0.3,-0.9,,,Yomiuri Giants,CL
Kitamura Takumi,24,4,101.0,-0.8,-10.2,-2.1,,1.0,0.4,0.3,,,Yomiuri Giants,CL
Kitamura Takumi,24,5,17.0,0.6,45.4,0.6,,-0.1,0.1,-0.1,,,Yomiuri Giants,CL
Kurihara Ryoya,23,2,7.0,-0.2,-36.8,,-0.2,,0.0,0.1,-0.3,0.1,SoftBank Hawks,PL
Kurihara Ryoya,23,3,206.0,3.6,22.5,1.7,,0.9,1.1,-2.3,,,SoftBank Hawks,PL
Kurihara Ryoya,23,7,235.2,-0.4,-2.2,-1.4,0.8,,0.1,-2.2,,,SoftBank Hawks,PL
Kurihara Ryoya,23,9,583.2,3.1,6.8,-0.2,3.0,,0.3,-2.3,,,SoftBank Hawks,PL
Okada Masatoshi,31,2,160.0,1.3,10.5,,1.0,,0.3,2.3,0.4,0.3,Seibu Lions,PL
Hirooka Taishi,23,3,4.0,-0.5,-160.9,-0.5,,0.0,0.0,0.0,,,Yakult Swallows,CL
Hirooka Taishi,23,4,65.0,-1.8,-35.6,-1.8,,-0.2,0.2,0.2,,,Yakult Swallows,CL
Hirooka Taishi,23,5,121.0,-2.0,-21.3,-1.6,,0.1,-0.5,-0.5,,,Yakult Swallows,CL
Hirooka Taishi,23,6,22.0,0.3,17.6,0.0,,0.1,0.2,0.2,,,Yakult Swallows,CL
Hirooka Taishi,23,7,7.0,-0.3,-55.2,-0.3,0.0,,0.0,-0.1,,,Yakult Swallows,CL
Hirooka Taishi,23,9,45.1,-0.5,-14.2,-1.2,0.7,,0.0,-0.2,,,Yakult Swallows,CL
Kamei Yoshiyuki,37,3,10.0,0.8,103.0,0.7,,0.0,0.1,-0.1,,,Yomiuri Giants,CL
Kamei Yoshiyuki,37,7,200.2,1.8,11.5,1.3,0.4,,0.1,-1.9,,,Yomiuri Giants,CL
Kamei Yoshiyuki,37,9,51.2,-0.8,-19.9,-0.7,-0.2,,0.0,-0.2,,,Yomiuri Giants,CL
Uemoto Takashi,29,4,75.0,-1.4,-24.0,-2.0,,0.3,0.4,0.2,,,Hiroshima Carp,CL
Uemoto Takashi,29,5,13.2,0.2,18.8,0.1,,0.0,0.1,-0.1,,,Hiroshima Carp,CL
Uemoto Takashi,29,6,76.0,0.0,0.0,-0.2,,0.5,-0.3,0.6,,,Hiroshima Carp,CL
Uemoto Takashi,29,7,3.0,-0.1,-42.9,-0.3,0.1,,0.0,0.0,,,Hiroshima Carp,CL
Uemoto Takashi,29,8,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Hiroshima Carp,CL
Uemoto Takashi,29,9,5.0,-0.3,-77.2,-0.3,0.0,,0.0,0.0,,,Hiroshima Carp,CL
Yachi Ryota,29,4,9.0,0.3,42.9,0.2,,0.1,0.0,0.0,,,Nipponham Fighters,PL
Yachi Ryota,29,5,32.0,0.6,24.1,0.3,,0.2,0.1,-0.1,,,Nipponham Fighters,PL
Yachi Ryota,29,6,48.0,0.7,18.8,0.6,,-0.1,0.2,0.4,,,Nipponham Fighters,PL
Nakagawa Keita,24,3,12.1,-0.5,-52.3,0.2,,-0.1,-0.6,-0.1,,,ORIX Buffaloes,PL
Nakagawa Keita,24,5,66.0,0.6,11.7,1.0,,-0.1,-0.3,-0.3,,,ORIX Buffaloes,PL
Nakagawa Keita,24,7,14.0,-1.8,-165.5,-1.2,-0.5,,0.0,-0.1,,,ORIX Buffaloes,PL
Nakagawa Keita,24,8,222.0,0.7,4.1,1.7,-1.2,,0.1,0.7,,,ORIX Buffaloes,PL
Oda Yuya,30,7,35.0,1.0,36.8,1.7,-0.7,,0.0,-0.3,,,ORIX Buffaloes,PL
Oda Yuya,30,8,86.2,0.6,8.9,-0.6,1.2,,0.0,0.3,,,ORIX Buffaloes,PL
Oda Yuya,30,9,122.2,-0.8,-8.4,-1.2,0.4,,0.1,-0.5,,,ORIX Buffaloes,PL
Tanaka Shunta,26,3,55.0,0.6,14.0,-0.1,,0.4,0.3,-0.6,,,Yomiuri Giants,CL
Tanaka Shunta,26,4,53.0,1.4,34.0,1.1,,0.0,0.3,0.1,,,Yomiuri Giants,CL
Tanaka Shunta,26,5,25.1,-0.6,-30.5,0.6,,0.0,-1.2,-0.1,,,Yomiuri Giants,CL
Tanaka Shunta,26,6,2.0,0.1,64.4,0.2,,-0.1,0.0,0.0,,,Yomiuri Giants,CL
Tanaka Shunta,26,7,18.0,-1.0,-71.5,-1.1,0.1,,0.0,-0.2,,,Yomiuri Giants,CL
Kuwahara Masayuki,26,7,1.0,0.3,386.1,0.3,0.0,,0.0,0.0,,,DeNA BayStars,CL
Kuwahara Masayuki,26,8,67.2,-0.2,-3.8,0.1,-0.3,,0.0,0.2,,,DeNA BayStars,CL
Hirata Ryosuke,32,9,392.0,1.6,5.3,-0.2,1.6,,0.2,-1.6,,,Chunichi Dragons,CL
Kobukata Hiroto,24,4,147.1,-1.3,-11.4,-0.8,,-0.2,-0.2,0.4,,,Rakuten Eagles,PL
Kobukata Hiroto,24,6,720.1,-2.1,-3.8,0.5,,-2.2,-0.4,5.9,,,Rakuten Eagles,PL
Suzuki Shohei,22,7,40.0,-0.8,-25.7,-0.7,-0.1,,0.0,-0.4,,,Seibu Lions,PL
Suzuki Shohei,22,8,241.0,-1.5,-8.0,0.2,-1.8,,0.1,0.8,,,Seibu Lions,PL
Suzuki Shohei,22,9,52.0,3.0,74.2,3.6,-0.6,,0.0,-0.2,,,Seibu Lions,PL
Masuda Daiki,26,4,29.0,1.1,48.8,0.9,,0.0,0.2,0.1,,,Yomiuri Giants,CL
Masuda Daiki,26,5,3.0,-0.6,-257.4,-0.6,,0.0,0.0,0.0,,,Yomiuri Giants,CL
Masuda Daiki,26,6,83.2,-1.3,-20.0,-0.7,,-0.3,-0.3,0.7,,,Yomiuri Giants,CL
Masuda Daiki,26,7,19.0,0.0,0.0,1.0,-0.2,,-0.8,-0.2,,,Yomiuri Giants,CL
Masuda Daiki,26,8,20.0,0.7,45.0,0.7,0.0,,0.0,0.1,,,Yomiuri Giants,CL
Masuda Daiki,26,9,3.0,0.3,128.7,0.3,0.0,,0.0,0.0,,,Yomiuri Giants,CL
Nishiura Naomichi,29,5,198.2,-1.0,-6.5,0.4,,-0.8,-0.6,-0.8,,,Yakult Swallows,CL
Nishiura Naomichi,29,6,453.0,0.9,2.6,-0.2,,-0.2,1.3,3.7,,,Yakult Swallows,CL
Miyoshi Takumi,27,4,1.0,0.1,128.7,0.0,,0.1,0.0,0.0,,,Hiroshima Carp,CL
Miyoshi Takumi,27,5,107.2,-0.1,-1.2,-0.8,,-0.2,0.9,-0.4,,,Hiroshima Carp,CL
Miyoshi Takumi,27,6,19.0,1.0,67.7,0.6,,0.3,0.1,0.2,,,Hiroshima Carp,CL
Takeda Kengo,26,3,12.1,0.0,0.0,0.0,,0.0,0.0,-0.1,,,Chunichi Dragons,CL
Takeda Kengo,26,7,117.0,4.8,52.8,5.1,-0.4,,0.1,-1.1,,,Chunichi Dragons,CL
Takeda Kengo,26,8,5.0,0.1,25.7,-1.0,1.2,,0.0,0.0,,,Chunichi Dragons,CL
Takeda Kengo,26,9,61.1,-1.0,-21.0,-1.1,0.0,,0.0,-0.2,,,Chunichi Dragons,CL
Ohshiro Takumi,27,2,607.2,0.9,1.9,,0.8,,0.2,8.7,2.8,0.2,Yomiuri Giants,CL
Ohshiro Takumi,27,3,32.0,0.4,16.1,0.3,,0.0,0.1,-0.4,,,Yomiuri Giants,CL
Yasuda Hisanori,21,3,13.0,-1.1,-108.9,-1.2,,0.0,0.0,-0.1,,,Lotte Marines,PL
Yasuda Hisanori,21,5,809.0,-1.9,-3.0,-4.2,,-0.3,2.5,-3.1,,,Lotte Marines,PL
Yasuda Hisanori,21,DH,102.0,,,,,,,-1.2,,,Lotte Marines,PL
Yamaashi Tatsuya,26,3,26.2,0.8,38.6,0.6,,0.0,0.1,-0.3,,,ORIX Buffaloes,PL
Yamaashi Tatsuya,26,4,39.0,-0.1,-3.3,0.0,,-0.2,0.1,0.1,,,ORIX Buffaloes,PL
Yamaashi Tatsuya,26,5,101.0,1.2,15.3,0.7,,-0.1,0.6,-0.4,,,ORIX Buffaloes,PL
Yamaashi Tatsuya,26,6,78.2,-1.1,-18.0,-1.1,,-0.4,0.4,0.6,,,ORIX Buffaloes,PL
Yamaashi Tatsuya,26,DH,6.0,,,,,,,-0.1,,,ORIX Buffaloes,PL
Kawagoe Seiji,27,7,40.0,0.8,25.7,-0.1,0.8,,0.0,-0.4,,,Seibu Lions,PL
Kawagoe Seiji,27,8,39.2,-0.2,-6.5,-2.1,1.8,,0.0,0.1,,,Seibu Lions,PL
Kawagoe Seiji,27,9,113.0,-2.6,-29.6,-0.7,-1.9,,0.1,-0.4,,,Seibu Lions,PL
Kawagoe Seiji,27,DH,1.0,,,,,,,0.0,,,Seibu Lions,PL
Mune Yuma,24,5,333.0,3.3,12.8,1.7,,-0.2,1.8,-1.3,,,ORIX Buffaloes,PL
Mune Yuma,24,7,25.0,-0.1,-5.1,0.2,-0.2,,0.0,-0.2,,,ORIX Buffaloes,PL
Mune Yuma,24,8,48.0,-4.3,-115.3,-3.5,-0.8,,0.0,0.2,,,ORIX Buffaloes,PL
Mune Yuma,24,9,34.0,-2.0,-75.7,-1.9,-0.1,,0.0,-0.1,,,ORIX Buffaloes,PL
Wakabayashi Akihiro,26,3,26.2,-0.7,-33.7,-0.1,,0.0,-0.6,-0.3,,,Yomiuri Giants,CL
Wakabayashi Akihiro,26,4,100.0,2.8,36.0,2.4,,-0.2,0.6,0.3,,,Yomiuri Giants,CL
Wakabayashi Akihiro,26,5,14.2,0.1,8.8,-0.1,,0.2,0.0,-0.1,,,Yomiuri Giants,CL
Wakabayashi Akihiro,26,6,3.0,0.1,42.9,0.2,,-0.1,0.0,0.0,,,Yomiuri Giants,CL
Wakabayashi Akihiro,26,7,149.2,-3.3,-28.4,-3.2,-0.2,,0.1,-1.4,,,Yomiuri Giants,CL
Wakabayashi Akihiro,26,8,3.0,0.3,128.7,0.3,0.0,,0.0,0.0,,,Yomiuri Giants,CL
Wakabayashi Akihiro,26,9,42.0,-1.9,-58.2,-2.2,0.3,,0.0,-0.2,,,Yomiuri Giants,CL
Shigenobu Shinnosuke,27,7,135.2,3.8,36.0,3.6,0.2,,0.1,-1.3,,,Yomiuri Giants,CL
Shigenobu Shinnosuke,27,8,29.1,0.9,39.5,-0.1,1.0,,0.0,0.1,,,Yomiuri Giants,CL
Shigenobu Shinnosuke,27,9,31.0,-1.5,-62.3,-1.9,0.3,,0.0,-0.1,,,Yomiuri Giants,CL
Mizowaki Hayato,26,4,53.1,0.3,7.2,0.0,,0.1,0.2,0.1,,,Chunichi Dragons,CL
Mizowaki Hayato,26,5,16.1,-1.2,-94.7,-0.7,,0.0,-0.5,-0.1,,,Chunichi Dragons,CL
Fujita Kazuya,37,4,34.0,-0.7,-26.5,-0.6,,-0.3,0.1,0.1,,,Rakuten Eagles,PL
Fujita Kazuya,37,5,26.0,0.1,5.0,0.0,,0.0,0.2,-0.1,,,Rakuten Eagles,PL
Abe Toshiki,30,4,962.2,0.2,0.3,-1.9,,1.8,0.3,2.6,,,Chunichi Dragons,CL
Sugiya Kenshi,29,3,19.1,0.5,33.3,0.2,,0.2,0.1,-0.2,,,Nipponham Fighters,PL
Sugiya Kenshi,29,4,38.1,-1.5,-50.4,-0.4,,-0.4,-0.6,0.1,,,Nipponham Fighters,PL
Sugiya Kenshi,29,5,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,,,Nipponham Fighters,PL
Sugiya Kenshi,29,7,195.1,3.4,22.4,3.5,-0.2,,0.1,-1.9,,,Nipponham Fighters,PL
Sugiya Kenshi,29,8,20.0,0.9,57.9,0.8,0.1,,0.0,0.1,,,Nipponham Fighters,PL
Sugiya Kenshi,29,9,18.0,-1.3,-93.0,-1.2,-0.2,,0.0,-0.1,,,Nipponham Fighters,PL
Sugiya Kenshi,29,DH,6.0,,,,,,,-0.1,,,Nipponham Fighters,PL
Ohshiro Koji,27,4,471.1,6.4,17.5,4.4,,0.6,1.4,1.3,,,ORIX Buffaloes,PL
Ohshiro Koji,27,5,4.0,-0.5,-160.9,-0.5,,0.0,0.0,0.0,,,ORIX Buffaloes,PL
Ohshiro Koji,27,6,153.2,-1.4,-11.7,-2.1,,-0.1,0.8,1.3,,,ORIX Buffaloes,PL
Ohshiro Koji,27,8,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,ORIX Buffaloes,PL
Kimura Fumikazu,31,8,21.0,0.0,0.0,-0.7,0.7,,0.0,0.1,,,Seibu Lions,PL
Kimura Fumikazu,31,9,656.0,-3.1,-6.1,-0.5,-3.0,,0.4,-2.6,,,Seibu Lions,PL
Shuto Ukyo,24,4,479.1,3.4,9.1,6.9,,-0.1,-3.4,1.3,,,SoftBank Hawks,PL
Shuto Ukyo,24,5,14.2,0.3,26.3,0.1,,0.2,0.1,-0.1,,,SoftBank Hawks,PL
Shuto Ukyo,24,6,161.0,2.6,20.8,3.6,,0.1,-1.1,1.3,,,SoftBank Hawks,PL
Shuto Ukyo,24,7,36.2,-0.2,-7.0,0.0,-0.2,,0.0,-0.3,,,SoftBank Hawks,PL
Shuto Ukyo,24,8,30.0,2.2,94.4,2.3,-0.1,,0.0,0.1,,,SoftBank Hawks,PL
Shuto Ukyo,24,9,2.0,0.5,321.8,0.3,0.1,,0.0,0.0,,,SoftBank Hawks,PL
Shuto Ukyo,24,DH,1.0,,,,,,,0.0,,,SoftBank Hawks,PL
Watanabe Daiki,23,7,6.0,0.4,85.8,0.4,0.1,,0.0,-0.1,,,Yakult Swallows,CL
Watanabe Daiki,23,8,8.0,-0.6,-96.5,-0.5,-0.1,,0.0,0.0,,,Yakult Swallows,CL
Watanabe Daiki,23,9,30.0,0.4,17.2,0.6,-0.2,,0.0,-0.1,,,Yakult Swallows,CL
Sano Kodai,23,7,19.1,-1.0,-66.7,-0.7,-0.3,,0.0,-0.2,,,ORIX Buffaloes,PL
Sano Kodai,23,8,307.2,4.7,19.7,3.5,1.1,,0.2,1.0,,,ORIX Buffaloes,PL
Sano Kodai,23,9,49.0,-0.9,-23.6,-2.0,1.1,,0.0,-0.2,,,ORIX Buffaloes,PL
Sano Kodai,23,DH,1.0,,,,,,,0.0,,,ORIX Buffaloes,PL
Yokawa Naomasa,28,3,84.2,0.0,0.0,-0.1,,-0.1,0.2,-0.9,,,Hanshin Tigers,CL
Yokawa Naomasa,28,7,50.0,1.1,28.3,0.0,1.1,,0.0,-0.5,,,Hanshin Tigers,CL
Yokawa Naomasa,28,8,8.0,-0.1,-16.1,-0.6,0.5,,0.0,0.0,,,Hanshin Tigers,CL
Yokawa Naomasa,28,9,183.0,-0.8,-5.6,0.2,-0.2,,-0.8,-0.7,,,Hanshin Tigers,CL
Nishikawa Ryoma,25,7,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Hiroshima Carp,CL
Nishikawa Ryoma,25,8,612.1,1.5,3.2,1.3,-0.1,,0.3,2.0,,,Hiroshima Carp,CL
Egoshi Taiga,27,7,41.0,-0.6,-18.8,-1.0,0.4,,0.0,-0.4,,,Hanshin Tigers,CL
Egoshi Taiga,27,9,27.0,2.4,114.4,2.1,0.3,,0.0,-0.1,,,Hanshin Tigers,CL
Nishida Akihisa,28,2,458.2,1.3,3.6,,0.4,,0.8,6.6,2.3,0.8,Yakult Swallows,CL
Nishida Akihisa,28,3,20.0,-0.6,-38.6,-0.7,,0.0,0.1,-0.2,,,Yakult Swallows,CL
Matsumoto Go,26,7,152.0,-0.1,-0.8,0.6,-0.9,,0.1,-1.4,,,Nipponham Fighters,PL
Matsumoto Go,26,8,145.1,0.6,5.3,-0.1,0.6,,0.1,0.5,,,Nipponham Fighters,PL
Matsumoto Go,26,9,26.0,0.7,34.6,0.6,0.1,,0.0,-0.1,,,Nipponham Fighters,PL
Matsumoto Go,26,DH,3.0,,,,,,,0.0,,,Nipponham Fighters,PL
Sakamoto Hayato,31,6,883.0,16.2,23.6,11.5,,1.8,2.9,7.2,,,Yomiuri Giants,CL
Iryo Masataka,30,7,20.0,-0.3,-19.3,-0.1,-0.2,,0.0,-0.2,,,Chunichi Dragons,CL
Iryo Masataka,30,9,216.0,0.7,4.2,1.1,-0.5,,0.1,-0.9,,,Chunichi Dragons,CL
Kawashima Keizo,36,3,67.0,-0.7,-13.4,-0.7,,-0.2,0.1,-0.7,,,SoftBank Hawks,PL
Kawashima Keizo,36,4,234.2,0.7,3.8,-0.4,,0.1,0.9,0.6,,,SoftBank Hawks,PL
Sakamoto Seishiro,26,2,223.2,0.1,0.6,,0.2,,-0.1,3.2,3.5,0.3,Hanshin Tigers,CL
Nishiura Hayato,21,8,146.0,3.5,30.9,4.7,-0.5,,-0.8,0.5,,,ORIX Buffaloes,PL
Nishiura Hayato,21,9,82.1,-0.8,-12.5,-0.7,-0.2,,0.0,-0.3,,,ORIX Buffaloes,PL
Nishimura Ryo,24,7,24.0,2.3,123.3,2.3,0.0,,0.0,-0.2,,,ORIX Buffaloes,PL
Nishimura Ryo,24,8,81.1,0.9,14.2,-0.7,1.6,,0.0,0.3,,,ORIX Buffaloes,PL
Nishimura Ryo,24,9,51.2,-2.6,-64.7,-1.9,-0.7,,0.0,-0.2,,,ORIX Buffaloes,PL
Nishimura Ryo,24,DH,2.0,,,,,,,0.0,,,ORIX Buffaloes,PL
Oka Hiromi,28,3,17.0,0.1,7.6,0.0,,0.0,0.1,-0.2,,,Lotte Marines,PL
Oka Hiromi,28,7,65.1,0.6,11.8,-2.2,2.7,,0.0,-0.6,,,Lotte Marines,PL
Oka Hiromi,28,8,59.0,0.8,17.5,1.3,-0.6,,0.0,0.2,,,Lotte Marines,PL
Oka Hiromi,28,9,13.1,0.7,67.7,0.7,0.0,,0.0,-0.1,,,Lotte Marines,PL
Oka Hiromi,28,DH,3.0,,,,,,,0.0,,,Lotte Marines,PL
Uchida Yasuhito,25,3,212.1,1.9,11.5,1.5,,0.3,0.2,-2.4,,,Rakuten Eagles,PL
Uchida Yasuhito,25,7,8.0,-0.1,-16.1,-0.1,0.0,,0.0,-0.1,,,Rakuten Eagles,PL
Kumagai Takahiro,24,4,13.0,0.3,29.7,0.9,,0.0,-0.6,0.0,,,Hanshin Tigers,CL
Kumagai Takahiro,24,5,21.2,-0.6,-35.6,-0.7,,0.0,0.1,-0.1,,,Hanshin Tigers,CL
Kumagai Takahiro,24,6,18.0,0.2,14.3,0.8,,0.0,-0.6,0.1,,,Hanshin Tigers,CL
Tatsumi Ryosuke,23,7,1.1,0.3,297.0,0.3,0.0,,0.0,0.0,,,Rakuten Eagles,PL
Tatsumi Ryosuke,23,8,524.0,-2.2,-5.4,0.6,-2.3,,-0.5,1.7,,,Rakuten Eagles,PL
Tatsumi Ryosuke,23,9,129.0,4.4,43.9,5.0,-0.8,,0.1,-0.5,,,Rakuten Eagles,PL
Miyamoto Takeshi,25,3,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,Yakult Swallows,CL
Miyamoto Takeshi,25,4,220.2,-3.6,-21.0,-2.0,,-1.2,-0.4,0.6,,,Yakult Swallows,CL
Miyamoto Takeshi,25,5,41.0,-0.5,-15.7,0.1,,-0.1,-0.5,-0.2,,,Yakult Swallows,CL
Miyamoto Takeshi,25,7,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Yakult Swallows,CL
Miyamoto Takeshi,25,9,14.0,0.8,73.5,0.8,0.0,,0.0,-0.1,,,Yakult Swallows,CL
Tamura Tatsuhiro,26,2,597.2,-2.2,-4.7,,-2.3,,0.1,8.6,-9.2,-1.2,Lotte Marines,PL
Imamiya Kenta,28,6,317.0,4.5,18.3,2.6,,0.6,1.3,2.6,,,SoftBank Hawks,PL
Imamiya Kenta,28,DH,27.0,,,,,,,-0.3,,,SoftBank Hawks,PL
Shimada Kairi,24,7,29.1,1.2,52.7,1.1,0.1,,0.0,-0.3,,,Hanshin Tigers,CL
Shimada Kairi,24,8,7.0,-0.4,-73.5,-0.4,0.0,,0.0,0.0,,,Hanshin Tigers,CL
Shimada Kairi,24,9,34.0,0.9,34.1,1.4,-0.5,,0.0,-0.1,,,Hanshin Tigers,CL
Ohta Ryo,19,4,38.0,0.8,27.1,0.9,,-0.2,0.2,0.1,,,ORIX Buffaloes,PL
Ohta Ryo,19,5,57.0,1.1,24.8,1.8,,0.2,-1.0,-0.2,,,ORIX Buffaloes,PL
Ohta Ryo,19,6,38.0,-0.4,-13.5,-0.5,,0.0,0.2,0.3,,,ORIX Buffaloes,PL
Yamasaki Kotaro,26,7,59.0,-2.0,-43.6,-1.6,-0.5,,0.0,-0.6,,,Yakult Swallows,CL
Yamasaki Kotaro,26,8,467.2,-7.0,-19.3,-5.4,-1.0,,-0.6,1.6,,,Yakult Swallows,CL
